cascade_tid,weak_label,binarized_human_gt_label,init_data_split,prob_cls_1,action,refined_label
1336945755450298368,0,,tr,0.062079942,query,-1
1336946974445109249,0,,tr,0.062078698,retain,0
1336956515060736000,1,,tr,0.63760419,retain,1
1336958211354660864,0,,tr,0.17660197,query,-1
1336958449503105026,1,,tr,0.47002075200000004,query,-1
1336962305293168640,0,,tr,0.065445727,retain,0
1336972910788030465,1,,tr,0.6432268600000001,retain,1
1336973013204541440,0,,tr,0.06218027499999999,retain,0
1336973227738996742,0,,tr,0.06222434360000001,retain,0
1336973753633435648,1,,tr,0.48997472599999997,query,-1
1336974045477281794,0,,tr,0.063194153,retain,0
1336976000127705090,0,,tr,0.0654455452,retain,0
1336977595016089600,1,,tr,0.65180631,retain,1
1336974165967069184,0,,tr,0.062089000000000005,query,-1
1336987535340343298,0,,tr,0.08168146500000001,retain,0
1336988094281756672,0,,tr,0.0656068824,retain,0
1336988167875010561,1,,tr,0.6295176219999999,query,-1
1336988662244904962,0,,tr,0.0630029584,query,-1
1336989424752594945,0,,tr,0.0620789182,retain,0
1336990071204024320,0,,tr,0.06211548460000001,retain,0
1336990121065852931,1,,tr,0.5352523299999999,query,-1
1337000192898457607,0,,tr,0.65176533,flip,-1
1337000962364481536,0,,tr,0.062081382399999996,query,-1
1337000972762157057,0,,tr,0.0620787458,retain,0
1337000994308165633,0,,tr,0.0620860238,retain,0
1337000996866764802,0,,tr,0.57021093,query,-1
1337009724089380864,0,,tr,0.0620794406,retain,0
1337011365802700800,0,,tr,0.0664960356,retain,0
1337017824041185281,0,,tr,0.06208889360000001,retain,0
1337018024843505666,0,,tr,0.585776458,query,-1
1337018197833342980,0,,tr,0.06207964219999999,retain,0
1337018498392973318,0,,tr,0.06207899100000001,retain,0
1337019396456329217,1,,tr,0.144994522,query,-1
1337025594836439041,1,,tr,0.644203914,retain,1
1337026604531240960,0,,tr,0.0628686592,retain,0
1337033003546120192,0,,tr,0.06210222159999999,retain,0
1337033398687248387,1,,tr,0.2395650096,retain,1
1337032686251204608,0,,tr,0.062086118999999995,retain,0
1337039721965506562,0,,tr,0.0621149914,retain,0
1337039860733919232,1,,tr,0.0620810202,flip,-1
1337039875359592449,0,,tr,0.6289171,query,-1
1337040205040267266,0,,tr,0.650565688,flip,-1
1337040858135195648,1,,tr,0.6476569919999999,retain,1
1337046236067745793,1,,tr,0.48888505000000004,query,-1
1337046284600037376,1,,tr,0.636511988,retain,1
1337046285325639686,1,,tr,0.35795166600000006,retain,1
1337046373703823361,0,,tr,0.0620798194,retain,0
1337000537418420226,1,,tr,0.645677944,retain,1
1337046555346530307,0,,tr,0.06208017579999999,query,-1
1337046694471626753,0,,tr,0.062177526,retain,0
1337053046015201280,0,,tr,0.0724456914,retain,0
1337053647746854913,0,,tr,0.0724835704,retain,0
1337059342592454662,1,,tr,0.601048558,query,-1
1337059592891719683,1,,tr,0.510858846,query,-1
1337059416923918343,1,,tr,0.65180946,retain,1
1337059778217054215,1,,tr,0.651634642,retain,1
1337059810651598849,0,,tr,0.0671695202,retain,0
1337065704558891009,1,,tr,0.614493946,query,-1
1337065856749080576,0,,tr,0.062163926800000005,query,-1
1337065952933011456,1,,tr,0.64236595,retain,1
1337065963653619715,1,,tr,0.0620795764,flip,-1
1337066311004925952,0,,tr,0.0620797402,retain,0
1337065955529207809,0,,tr,0.06207886259999999,retain,0
1337066404537839618,1,,tr,0.620380368,query,-1
1337066442231926785,0,,tr,0.0620818328,retain,0
1337066522762731520,1,,tr,0.572922532,query,-1
1337066418022584320,1,,tr,0.551956672,query,-1
1337066571907403776,1,,tr,0.542594238,query,-1
1337067007779483648,0,,tr,0.062078678600000006,query,-1
1337084142186532869,1,,tr,0.6434127359999999,retain,1
1337084187795394561,1,,tr,0.629354954,query,-1
1337084371824562177,0,,tr,0.06207868460000001,query,-1
1337084418813464577,0,,tr,0.062093715199999996,query,-1
1337084799945728001,1,,tr,0.627493,query,-1
1337084822091513856,0,,tr,0.07066518,retain,0
1337090130490908674,1,,tr,0.40732999200000003,query,-1
1337084327495135235,0,,tr,0.08039750479999999,retain,0
1337096661420617729,1,,tr,0.651811082,query,-1
1337097011976306689,0,,tr,0.06211239319999999,retain,0
1337101821119258629,0,,tr,0.594252824,query,-1
1337101845718831106,0,,tr,0.62390662,query,-1
1337102022802354177,1,,tr,0.569401136,query,-1
1337102428945195019,0,,tr,0.06207937320000001,retain,0
1337107953556533248,1,,tr,0.625331316,query,-1
1337108150080638980,0,,tr,0.61750399,query,-1
1337108531430916101,0,,tr,0.062094909399999995,query,-1
1337114046710116354,1,,tr,0.445761464,query,-1
1337114233583132689,1,,tr,0.384261276,query,-1
1337120207983276034,0,,tr,0.141583556,retain,0
1337120642026647552,1,,tr,0.651590474,query,-1
1337121317682880517,1,,tr,0.628369672,query,-1
1337126354446413834,0,,tr,0.0620872768,retain,0
1337127096389398529,0,,tr,0.0827630792,retain,0
1337132537286713348,1,,tr,0.0620909406,flip,-1
1337132721886425089,0,,tr,0.21796774000000002,retain,0
1337133313509761032,0,,tr,0.062373989000000005,retain,0
1337138961395961857,1,,tr,0.651590776,query,-1
1337139074386198528,0,,tr,0.062079284,retain,0
1337139079935373315,1,,tr,0.634884162,retain,1
1337146590985920516,0,,tr,0.06207901760000001,retain,0
1337152124061302785,1,,tr,0.6504276480000001,retain,1
1337152511615016960,1,,tr,0.566399592,query,-1
1337152869859008512,0,,tr,0.574277836,query,-1
1337166084647100419,0,,tr,0.062092728,retain,0
1337166111884914689,1,,tr,0.6199067140000001,query,-1
1337166293691199488,1,,tr,0.528346336,query,-1
1337166475690438657,0,,tr,0.0624388714,retain,0
1337166525711740931,0,,tr,0.062078910200000004,retain,0
1337166548239343617,0,,tr,0.620139338,query,-1
1337166544028262405,0,,tr,0.06213165080000001,retain,0
1337166715721973760,0,,tr,0.0620859688,retain,0
1337166962137460736,0,,tr,0.0620834346,retain,0
1337167230610649090,0,,tr,0.072318742,retain,0
1337171993590968320,0,,tr,0.0620788648,retain,0
1337171995109232641,0,,tr,0.06316619720000001,retain,0
1337172021214580736,0,,tr,0.062078769,retain,0
1337172025400561665,0,,tr,0.0620819744,retain,0
1337172096062021632,0,,tr,0.06207887000000001,retain,0
1337172099123859457,0,,tr,0.0793860366,retain,0
1337172165238665218,0,,tr,0.07233161560000001,retain,0
1337172670052524034,0,,tr,0.062078776,retain,0
1337172759017877506,0,,tr,0.0620788806,retain,0
1337172984495271936,0,,tr,0.0620788556,retain,0
1337173142201053184,1,,tr,0.479400946,query,-1
1337178347156234240,0,,tr,0.551181454,query,-1
1337179403726405638,1,,tr,0.57507383,query,-1
1343345823426506752,0,,tr,0.0631113188,retain,0
1343050014059343872,0,,tr,0.063821158,retain,0
1343345469599019008,1,,tr,0.63372892,query,-1
1343327929573531648,1,,tr,0.0620788992,flip,-1
1343305280088666112,0,,tr,0.538281818,query,-1
1343125827760885760,0,,tr,0.06890503379999999,query,-1
1342689953264918528,0,,tr,0.0816923266,retain,0
1343243075506737155,0,,tr,0.062837697,retain,0
1343038907047411723,0,,tr,0.60945494,query,-1
1343173942102650891,0,,tr,0.06211204100000001,query,-1
1343317085133291520,1,,tr,0.6516829960000001,retain,1
1342113958464000001,1,,tr,0.6354029320000001,retain,1
1343328247707279363,1,,tr,0.06440049880000001,flip,-1
1342908452079886336,0,,tr,0.0620813104,retain,0
1343260373634473987,1,,tr,0.61208486,query,-1
1343351272263528449,1,,tr,0.06210461939999999,flip,-1
1343351507022974976,0,,tr,0.062078802999999995,retain,0
1343213495341314050,1,,tr,0.569460248,query,-1
1343207530747424770,0,,tr,0.06311575220000001,retain,0
1342879872851574786,0,,tr,0.548231356,query,-1
1343207419242020865,1,,tr,0.608233338,query,-1
1343188782674272256,0,,tr,0.0621143936,retain,0
1337814464662437891,1,,tr,0.631386454,retain,1
1343236934873751552,0,,tr,0.14539973639999998,query,-1
1343345452964487168,0,,tr,0.062078886199999996,query,-1
1343053814941810690,0,,tr,0.0662942546,retain,0
1343242339297456128,0,,tr,0.0620884216,retain,0
1343357243387949057,1,,tr,0.571270788,query,-1
1343322191845335041,0,,tr,0.0687667174,retain,0
1343316471540314112,0,,tr,0.06208750620000001,retain,0
1337606839605686272,0,,tr,0.0719143602,retain,0
1343020429271855104,1,,tr,0.6148337099999999,query,-1
1343181999062835200,0,,tr,0.09298495479999999,retain,0
1339770878167556099,1,,tr,0.062079664199999995,flip,-1
1342964921307332609,0,,tr,0.0620787026,retain,0
1342286148761219078,1,,tr,0.289809988,retain,1
1342838054059470848,1,,tr,0.582429656,query,-1
1341149488837234690,1,,tr,0.630355534,query,-1
1343322360858992640,1,,tr,0.63160349,query,-1
1343369319972024320,1,,tr,0.0620786986,flip,-1
1342751240623509505,1,,tr,0.621614906,query,-1
1343339549913620480,0,,tr,0.651811382,flip,-1
1340357772186058752,1,,tr,0.628291832,query,-1
1343328484651839490,1,,tr,0.6327437359999999,retain,1
1343041421989695489,0,,tr,0.062078718600000006,retain,0
1343029568626683905,0,,tr,0.062209413600000006,retain,0
1342839691897401346,0,,tr,0.07279744060000001,retain,0
1343156440245170179,0,,tr,0.06219804799999999,retain,0
1342081804619182080,1,,tr,0.643285348,retain,1
1341167296962850816,0,,tr,0.0806167878,retain,0
1341268818820296707,0,,tr,0.0621422016,retain,0
1343225630729629698,1,,tr,0.629555318,query,-1
1343299545946451968,0,,tr,0.062078680600000005,query,-1
1342462751176753153,1,,tr,0.63421717,retain,1
1342950682014461952,0,,tr,0.0620856922,query,-1
1342564663519809539,0,,tr,0.33409890799999997,flip,-1
1343207394407571456,0,,tr,0.27761811000000003,flip,-1
1343391891782590464,1,,tr,0.567843232,query,-1
1343310934392012800,0,,tr,0.06208389240000001,retain,0
1343136197653245952,1,,tr,0.6287393939999999,query,-1
1339577984248737794,0,,tr,0.0625690406,retain,0
1342887541020663808,1,,tr,0.48997582400000006,query,-1
1339530010634440704,0,,tr,0.06216500739999999,retain,0
1343288191797760000,0,,tr,0.062078964400000006,retain,0
1339964855390855169,0,,tr,0.062089133399999996,retain,0
1343406274818551809,0,,tr,0.062079082800000004,retain,0
1343011978877530112,0,,tr,0.09229834420000001,retain,0
1343406363750313990,0,,tr,0.062350003400000006,retain,0
1343406412039213056,0,,tr,0.062083989000000006,retain,0
1343412439422009345,0,,tr,0.6339523579999999,query,-1
1343412459802042368,0,,tr,0.635211974,flip,-1
1343412556543778816,1,,tr,0.6315944259999999,retain,1
1343412675674480640,0,,tr,0.0620796012,retain,0
1340287317026738181,0,,tr,0.0711413174,retain,0
1341160724781912064,1,,tr,0.627392132,query,-1
1343293925562281988,0,,tr,0.062108248,retain,0
1343421713485164544,1,,tr,0.6154537059999999,query,-1
1342837996459069440,1,,tr,0.618742692,query,-1
1343136020833968129,0,,tr,0.0680273586,retain,0
1337473897541799939,1,,tr,0.6387268899999999,query,-1
1341166445301002240,0,,tr,0.062078678600000006,retain,0
1342300839088709639,1,,tr,0.283996726,retain,1
1343441313262268416,1,,tr,0.274245112,retain,1
1343450963521245186,1,,tr,0.626992118,query,-1
1342653564779433984,0,,tr,0.640678994,flip,-1
1342979296659443714,1,,tr,0.617455924,query,-1
1342986997498081281,1,,tr,0.6403620139999999,retain,1
1343453561628160000,0,,tr,0.062086266999999994,retain,0
1343453481580044288,0,,tr,0.606307194,query,-1
1343013748592668672,0,,tr,0.062078678600000006,retain,0
1337343377822531588,0,,tr,0.0630578086,retain,0
1343454465224044544,1,,tr,0.648622022,query,-1
1342958841261129729,0,,tr,0.564322126,query,-1
1337995213646798848,1,,tr,0.223171466,retain,1
1343462948421791744,0,,tr,0.064841251,retain,0
1341126846264520705,0,,tr,0.397794762,query,-1
1343465574979006464,1,,tr,0.651753862,retain,1
1343473819768406021,1,,tr,0.498938114,query,-1
1343293716153430019,1,,tr,0.632277622,retain,1
1343188235548319745,1,,tr,0.641685142,retain,1
1343474145447723008,1,,tr,0.650584066,retain,1
1343305410019643393,0,,tr,0.0631147786,query,-1
1343166066227179522,0,,tr,0.06207868860000001,retain,0
1343474717735399424,0,,tr,0.0720149328,retain,0
1341177770542592000,0,,tr,0.0645256414,retain,0
1343475934800842752,1,,tr,0.0975938968,flip,-1
1342462639021166597,1,,tr,0.59506692,query,-1
1341903782184185856,0,,tr,0.516089872,query,-1
1343099842629931016,0,,tr,0.09284658060000002,retain,0
1343208063034150918,0,,tr,0.0826562064,retain,0
1343485590633918464,0,,tr,0.062085192,retain,0
1343486055257952257,0,,tr,0.0625928794,retain,0
1343486258442510337,1,,tr,0.0679689668,flip,-1
1338657161790980096,0,,tr,0.06230750079999999,retain,0
1340380935339040769,0,,tr,0.0621030612,retain,0
1343097197986889728,0,,tr,0.634345216,flip,-1
1343495773850316801,0,,tr,0.0620807722,retain,0
1343497532786290692,1,,tr,0.42517793,query,-1
1338482516349636608,1,,tr,0.443075172,query,-1
1338482649908862978,1,,tr,0.6409217500000001,retain,1
1341515011538214912,1,,tr,0.619972536,query,-1
1342994723649146880,1,,tr,0.618652996,query,-1
1343506579434463233,1,,tr,0.5189017979999999,query,-1
1340027793334136832,1,,tr,0.642092682,retain,1
1341127584743088128,0,,tr,0.63854155,flip,-1
1342838212197281792,0,,tr,0.062510516,retain,0
1342957762326781957,0,,tr,0.0757479412,retain,0
1342355381847289857,1,,tr,0.62352952,query,-1
1341866369088802816,0,,tr,0.130936594,retain,0
1343521212509679617,1,,tr,0.6486127560000001,retain,1
1343265457550319626,0,,tr,0.0625511248,retain,0
1343011959160119296,0,,tr,0.062079811400000004,retain,0
1342179277110992896,1,,tr,0.637787788,retain,1
1343527862750605313,0,,tr,0.062091422400000006,retain,0
1340399081835905024,0,,tr,0.41670338000000007,query,-1
1343534628435501056,1,,tr,0.6518010860000001,retain,1
1343294011499417601,1,,tr,0.6198615179999999,query,-1
1343535658967707649,0,,tr,0.0651841182,query,-1
1343547085472235520,0,,tr,0.062083204,query,-1
1342972266141933568,0,,tr,0.0942415312,retain,0
1343271312219799553,0,,tr,0.062085013400000014,retain,0
1343552986077929472,0,,tr,0.0929293086,retain,0
1343553441143156736,0,,tr,0.062084847,retain,0
1341007329433706505,1,,tr,0.638800504,retain,1
1342752080918941697,0,,tr,0.062084133400000005,query,-1
1343559015763124224,0,,tr,0.062079016599999995,query,-1
1343095107021656065,1,,tr,0.5660032060000001,query,-1
1343076191251652609,1,,tr,0.6279127360000001,query,-1
1343564639531978752,0,,tr,0.0620944724,query,-1
1343564649728516096,0,,tr,0.0620823024,query,-1
1343564932323758081,1,,tr,0.577889012,query,-1
1343565083742375936,1,,tr,0.649832602,retain,1
1343565150964523008,0,,tr,0.065462192,retain,0
1343570410864984070,1,,tr,0.5473557440000001,query,-1
1343576693940752384,0,,tr,0.06338212839999999,retain,0
1341052862856650755,0,,tr,0.633120838,query,-1
1343581936439209986,0,,tr,0.06225478520000001,retain,0
1343581945264037891,1,,tr,0.06207871460000001,flip,-1
1343581981779632133,0,,tr,0.06303354180000001,retain,0
1343582127259062272,0,,tr,0.06208367640000001,retain,0
1343582179897597952,0,,tr,0.062210444600000005,retain,0
1343231429111644162,0,,tr,0.0625987532,retain,0
1343582369614360579,1,,tr,0.06207886060000001,flip,-1
1343582416326303744,0,,tr,0.06208612499999999,retain,0
1343588148710928386,0,,tr,0.0645278178,retain,0
1343582050717208576,0,,tr,0.0621449304,retain,0
1343593634021732359,0,,tr,0.06210088140000001,retain,0
1343577210532163590,1,,tr,0.562869424,query,-1
1340317865400942593,0,,tr,0.0623069164,retain,0
1339976328276303875,0,,tr,0.0620904728,retain,0
1343604976795308032,0,,tr,0.06237176479999999,retain,0
1343605047230406656,1,,tr,0.5730197739999999,query,-1
1343605085427924996,0,,tr,0.062311900399999995,retain,0
1343605418384351234,0,,tr,0.0620786914,retain,0
1343610798036418562,1,,tr,0.0661378562,query,-1
1343577180723408906,0,,tr,0.0621751336,retain,0
1343611023400591362,1,,tr,0.63456574,retain,1
1343611201994022912,0,,tr,0.0620790924,retain,0
1338476001735499778,1,,tr,0.20641634020000002,flip,-1
1341825622469963777,1,,tr,0.651811068,query,-1
1341785763952746499,1,,tr,0.43028052399999994,query,-1
1341786443732066305,0,,tr,0.371914282,query,-1
1343616614449750017,1,,tr,0.5966446019999999,query,-1
1337553290381422593,0,,tr,0.1225960328,query,-1
1337759305563578369,0,,tr,0.38996011199999997,query,-1
1338230994021781505,0,,tr,0.1006114752,retain,0
1342202184205787137,1,,tr,0.611356002,query,-1
1343622365238980608,1,,tr,0.5825769279999999,query,-1
1343622604926709760,1,,tr,0.65068361,retain,1
1340028094120378368,0,,tr,0.062079214199999996,query,-1
1343622865459920896,0,,tr,0.062274247000000005,query,-1
1343622819704426496,1,,tr,0.651739142,retain,1
1343628808432222208,1,,tr,0.6511302480000001,retain,1
1343623253986856960,0,,tr,0.0621050668,retain,0
1343633861125709824,0,,tr,0.466387616,query,-1
1343634282187804675,0,,tr,0.073019645,retain,0
1340962704069156866,0,,tr,0.0642696896,retain,0
1342838000020054017,1,,tr,0.6429203680000001,retain,1
1343634698233393153,1,,tr,0.6516735739999999,retain,1
1343639691137060866,0,,tr,0.06208247460000001,retain,0
1343639893554163712,0,,tr,0.0620855354,retain,0
1343639927217651713,0,,tr,0.062092089399999995,retain,0
1343639935300079621,1,,tr,0.601320686,query,-1
1343639952593186818,0,,tr,0.064866604,retain,0
1343639964697976841,0,,tr,0.062079949,retain,0
1343639976441950209,0,,tr,0.062078930399999996,retain,0
1343639991243702272,0,,tr,0.062086896,retain,0
1342873392135905280,1,,tr,0.56557488,query,-1
1342873605974196224,1,,tr,0.563173,query,-1
1343645359214616578,1,,tr,0.6483041039999999,retain,1
1343645454676979712,1,,tr,0.5786450999999999,query,-1
1343201304789696512,0,,tr,0.0620787266,query,-1
1343645832688623616,1,,tr,0.43066274,query,-1
1343646214693253120,0,,tr,0.062078721999999996,retain,0
1343646298872885250,0,,tr,0.08567534200000002,retain,0
1343651198457548801,1,,tr,0.629761564,query,-1
1341093124542586880,0,,tr,0.07714562840000001,retain,0
1343651718035197952,1,,tr,0.6320381939999999,retain,1
1343652076358955010,1,,tr,0.567321124,query,-1
1343657011817426947,0,,tr,0.124313,query,-1
1342900514200170498,0,,tr,0.06543393659999999,retain,0
1343663076994936834,1,,tr,0.574860454,query,-1
